time_series_timestamp,time_series_type,time_series_data,time_series_adjusted_data,standard_error,confidence_level,prediction_interval_lower_bound,prediction_interval_upper_bound,trend,seasonal_period_yearly,seasonal_period_quarterly,seasonal_period_monthly,seasonal_period_weekly,seasonal_period_daily,holiday_effect,spikes_and_dips,step_changes,residual
2013-12-21 00:00:00.000000 UTC,history,60.0,60.0,3.33877514094969,,,,0.0,-13.940543248913345,,,7.5949712227382005,,,0.0,,66.345572026175148
2013-12-22 00:00:00.000000 UTC,history,48.0,54.6879002171697,3.33877514094969,,,,66.350065244929667,-13.214647892177807,,,1.5524828644178437,,,0.0,,-6.6879002171697053
2013-12-23 00:00:00.000000 UTC,history,45.0,43.501475748762857,3.33877514094969,,,,60.601896972087644,-14.054677841628846,,,-3.0457433816959423,,,0.0,,1.4985242512371428
2013-12-24 00:00:00.000000 UTC,history,46.0,46.669486128136377,3.33877514094969,,,,65.570701346227125,-13.777862815253229,,,-5.1233524028375159,,,0.0,,-0.66948612813637709
2013-12-25 00:00:00.000000 UTC,history,50.0,49.222009184294549,3.33877514094969,,,,62.363603990318261,-12.118105249507595,,,-1.0234895565161197,,,0.0,,0.7779908157054507
2013-12-26 00:00:00.000000 UTC,history,48.0,51.661414815706827,3.33877514094969,,,,62.60391453919339,-10.624809852419745,,,-0.31768987106682184,,,0.0,,-3.6614148157068271
2013-12-27 00:00:00.000000 UTC,history,53.0,45.735693717322263,3.33877514094969,,,,60.854383622123677,-15.5420978214673,,,0.42340791666588973,,,0.0,,7.2643062826777367
2013-12-28 00:00:00.000000 UTC,history,51.0,53.514352314680877,3.33877514094969,,,,68.911730388516631,-22.634480838362538,,,7.237102764526778,,,0.0,,-2.5143523146808775
2013-12-29 00:00:00.000000 UTC,history,50.0,40.552912922083479,3.33877514094969,,,,61.882041807711772,-23.000139379206228,,,1.6710104935779297,,,0.0,,9.4470870779165281
2013-12-30 00:00:00.000000 UTC,history,40.0,44.563338486122113,3.33877514094969,,,,71.873471483413937,-24.653422716321167,,,-2.6567102809706578,,,0.0,,-4.5633384861221131
2013-12-31 00:00:00.000000 UTC,history,46.0,37.356544770368338,3.33877514094969,,,,64.255106740810078,-21.775965345520191,,,-5.122596624921548,,,0.0,,8.6434552296316625
2014-01-01 00:00:00.000000 UTC,history,54.0,52.418692259233296,3.33877514094969,,,,73.437681740043871,-19.879867493786406,,,-1.1391219870241689,,,0.0,,1.5813077407667038
2014-01-02 00:00:00.000000 UTC,history,44.0,45.394693047065005,3.33877514094969,,,,71.18018045348704,-25.544898303054723,,,-0.24058910336730988,,,0.0,,-1.3946930470650045
2014-01-03 00:00:00.000000 UTC,history,43.0,44.314284048797845,3.33877514094969,,,,65.076733154172459,-21.052741079533636,,,0.29029197415901931,,,0.0,,-1.3142840487978447
2014-01-04 00:00:00.000000 UTC,history,57.0,53.687874671692171,3.33877514094969,,,,69.939031945983828,-22.741007613285973,,,6.4898503389943176,,,0.0,,3.3121253283078289
2014-01-05 00:00:00.000000 UTC,history,47.0,45.994523229956215,3.33877514094969,,,,69.7232843142619,-25.789992263645058,,,2.0612311793393676,,,0.0,,1.0054767700437921
2014-01-06 00:00:00.000000 UTC,history,29.0,40.195239308311315,3.33877514094969,,,,66.72947808173781,-24.543619733611745,,,-1.9906190398147476,,,-12.0,,0.80476069168868491
2014-01-07 00:00:00.000000 UTC,history,35.0,37.674153518217565,3.33877514094969,,,,67.668326427071619,-24.831952232689943,,,-5.1622206761641083,,,0.0,,-2.6741535182175653
2014-01-08 00:00:00.000000 UTC,history,47.0,40.809392945956425,3.33877514094969,,,,66.585525509378741,-24.571540107146639,,,-1.2045924562756838,,,0.0,,6.190607054043582
2014-01-09 00:00:00.000000 UTC,history,62.0,51.374539242604918,3.33877514094969,,,,72.88880239541065,-21.587596263386509,,,0.073333110580778751,,,0.0,,10.625460757395082
2014-01-10 00:00:00.000000 UTC,history,65.0,56.718317297066655,3.33877514094969,,,,76.7261615596669,-19.966489079366319,,,-0.041355183233934376,,,0.0,,8.2816827029333453
2014-01-11 00:00:00.000000 UTC,history,62.0,61.539965814710655,3.33877514094969,,,,75.903362778636136,-19.158783502949564,,,4.7953865390240731,,,0.0,,0.46003418528935214
2014-01-12 00:00:00.000000 UTC,history,57.0,59.254599755325216,3.33877514094969,,,,75.434637599334422,-19.008316266736756,,,2.8282784227275535,,,0.0,,-2.2545997553252164
2014-01-13 00:00:00.000000 UTC,history,57.0,56.108200521238032,3.33877514094969,,,,74.957023593256451,-18.535824809067197,,,-0.31299826295122535,,,0.0,,0.89179947876196763
2014-01-14 00:00:00.000000 UTC,history,57.0,52.076722553113314,3.33877514094969,,,,74.725225573682991,-16.76272344813604,,,-5.8857795724336395,,,0.0,,4.9232774468866936
2014-01-15 00:00:00.000000 UTC,history,52.0,56.43639124992081,3.33877514094969,,,,73.763541574326126,-15.156749861558273,,,-2.1704004628470366,,,0.0,,-4.4363912499208169
2014-01-16 00:00:00.000000 UTC,history,56.0,50.240266259445718,3.33877514094969,,,,65.214626280686687,-15.635168876112504,,,0.66080885487152874,,,0.0,,5.7597337405542888
2014-01-17 00:00:00.000000 UTC,history,54.0,58.707214507860456,3.33877514094969,,,,76.153150644980371,-17.272579001096009,,,-0.17335713602390981,,,0.0,,-4.7072145078604564
2014-01-18 00:00:00.000000 UTC,history,54.0,54.734676817133163,3.33877514094969,,,,67.882679992648633,-17.032253358520013,,,3.8842501830045393,,,0.0,,-0.73467681713316324
