time_series_timestamp,time_series_type,time_series_data,time_series_adjusted_data,standard_error,confidence_level,prediction_interval_lower_bound,prediction_interval_upper_bound,trend,seasonal_period_yearly,seasonal_period_quarterly,seasonal_period_monthly,seasonal_period_weekly,seasonal_period_daily,holiday_effect,spikes_and_dips,step_changes,residual
2013-12-21 00:00:00.000000 UTC,history,7.0,7.0,1.0521011577058073,,,,9.3174354677251277,,,,,,,0.0,0.0,-2.3174354677251277
2013-12-22 00:00:00.000000 UTC,history,10.0,8.3179794213703211,1.0521011577058073,,,,8.3179794213703211,,,,,,,0.0,0.0,1.6820205786296789
2013-12-23 00:00:00.000000 UTC,history,10.0,9.3848029794702157,1.0521011577058073,,,,9.3848029794702157,,,,,,,0.0,0.0,0.61519702052978431
2013-12-24 00:00:00.000000 UTC,history,10.0,9.5988569050686365,1.0521011577058073,,,,9.5988569050686365,,,,,,,0.0,0.0,0.40114309493136346
2013-12-25 00:00:00.000000 UTC,history,10.0,9.6422983106707658,1.0521011577058073,,,,9.6422983106707658,,,,,,,0.0,0.0,0.35770168932923418
2013-12-26 00:00:00.000000 UTC,history,9.0,9.6511215398600889,1.0521011577058073,,,,9.6511215398600889,,,,,,,0.0,0.0,-0.65112153986008892
2013-12-27 00:00:00.000000 UTC,history,9.0,9.2607216489040525,1.0521011577058073,,,,9.2607216489040525,,,,,,,0.0,0.0,-0.26072164890405247
2013-12-28 00:00:00.000000 UTC,history,10.0,9.1814194644198643,1.0521011577058073,,,,9.1814194644198643,,,,,,,0.0,0.0,0.81858053558013566
2013-12-29 00:00:00.000000 UTC,history,10.0,9.5575028755262856,1.0521011577058073,,,,9.5575028755262856,,,,,,,0.0,0.0,0.44249712447371436
2013-12-30 00:00:00.000000 UTC,history,10.0,9.6338969469746232,1.0521011577058073,,,,9.6338969469746232,,,,,,,0.0,0.0,0.36610305302537682
2013-12-31 00:00:00.000000 UTC,history,10.0,9.649414925116,1.0521011577058073,,,,9.649414925116,,,,,,,0.0,0.0,0.35058507488400004
2014-01-01 00:00:00.000000 UTC,history,10.0,9.6525671022553077,1.0521011577058073,,,,9.6525671022553077,,,,,,,0.0,0.0,0.34743289774469233
2014-01-02 00:00:00.000000 UTC,history,10.0,9.6532074060775628,1.0521011577058073,,,,9.6532074060775628,,,,,,,0.0,0.0,0.34679259392243722
2014-01-03 00:00:00.000000 UTC,history,10.0,9.6533374714154778,1.0521011577058073,,,,9.6533374714154778,,,,,,,0.0,0.0,0.34666252858452218
2014-01-04 00:00:00.000000 UTC,history,10.0,9.6533638916733917,1.0521011577058073,,,,9.6533638916733917,,,,,,,0.0,0.0,0.34663610832660829
2014-01-05 00:00:00.000000 UTC,history,10.0,9.6533692584378148,1.0521011577058073,,,,9.6533692584378148,,,,,,,0.0,0.0,0.34663074156218521
2014-01-06 00:00:00.000000 UTC,history,10.0,9.6533703485922135,1.0521011577058073,,,,9.6533703485922135,,,,,,,0.0,0.0,0.34662965140778645
2014-01-07 00:00:00.000000 UTC,history,10.0,9.653370570035996,1.0521011577058073,,,,9.653370570035996,,,,,,,0.0,0.0,0.34662942996400403
2014-01-08 00:00:00.000000 UTC,history,2.0,9.6533706150180176,1.0521011577058073,,,,9.6533706150180176,,,,,,,-7.3333333333333339,0.0,-0.32003728168468371
2014-01-09 00:00:00.000000 UTC,history,4.0,9.3919092134142623,1.0521011577058073,,,,9.3919092134142623,,,,,,,-4.6666666666666661,0.0,-0.72524254674759625
2014-01-10 00:00:00.000000 UTC,history,8.0,9.0773369756416162,1.0521011577058073,,,,9.0773369756416162,,,,,,,0.0,0.0,-1.0773369756416162
2014-01-11 00:00:00.000000 UTC,history,9.0,8.7519762986730854,1.0521011577058073,,,,8.7519762986730854,,,,,,,0.0,0.0,0.24802370132691465
2014-01-12 00:00:00.000000 UTC,history,10.0,9.0780776857844554,1.0521011577058073,,,,9.0780776857844554,,,,,,,0.0,0.0,0.9219223142155446
2014-01-13 00:00:00.000000 UTC,history,9.0,9.5365109918361,1.0521011577058073,,,,9.5365109918361,,,,,,,0.0,0.0,-0.53651099183609929
2014-01-14 00:00:00.000000 UTC,history,10.0,9.2374407356776373,1.0521011577058073,,,,9.2374407356776373,,,,,,,0.0,0.0,0.76255926432236265
2014-01-15 00:00:00.000000 UTC,history,10.0,9.56888251331575,1.0521011577058073,,,,9.56888251331575,,,,,,,0.0,0.0,0.43111748668425065
2014-01-16 00:00:00.000000 UTC,history,10.0,9.6362085003074451,1.0521011577058073,,,,9.6362085003074451,,,,,,,0.0,0.0,0.36379149969255486
2014-01-17 00:00:00.000000 UTC,history,10.0,9.6498844724697577,1.0521011577058073,,,,9.6498844724697577,,,,,,,0.0,0.0,0.35011552753024233
2014-01-18 00:00:00.000000 UTC,history,10.0,9.6526624817191049,1.0521011577058073,,,,9.6526624817191049,,,,,,,0.0,0.0,0.3473375182808951
2014-01-19 00:00:00.000000 UTC,history,10.0,9.6532267805709786,1.0521011577058073,,,,9.6532267805709786,,,,,,,0.0,0.0,0.3467732194290214
2014-01-20 00:00:00.000000 UTC,history,10.0,9.65334140696911,1.0521011577058073,,,,9.65334140696911,,,,,,,0.0,0.0,0.34665859303088986
2014-01-21 00:00:00.000000 UTC,history,10.0,9.6533646911049971,1.0521011577058073,,,,9.6533646911049971,,,,,,,0.0,0.0,0.34663530889500294
2014-01-22 00:00:00.000000 UTC,history,10.0,9.6533694208268841,1.0521011577058073,,,,9.6533694208268841,,,,,,,0.0,0.0,0.3466305791731159
